entry_date,exit_date,entry_px,exit_px,bars_held,exit_reason,gross_pts,gross_usd,cost_usd,net_usd,entry_rsi,ret_pct,notional_usd,mae_pct,mfe_pct,symbol,year
2011-05-04,2011-05-09,2384.0,2386.5,3,rsi_target,2.5,50.0,14.0,36.0,9.377327011741258,0.0010486577181208054,47680.0,-0.008598993288590604,0.010801174496644295,NQ,2011
2011-05-04,2011-05-10,1343.0,1353.75,4,rsi_target,10.75,537.5,29.0,508.5,9.99420133943697,0.00800446760982874,67150.0,-0.01321667907669397,0.010052122114668651,ES,2011
2011-05-16,2011-05-19,2334.5,2369.0,3,rsi_target,34.5,690.0,14.0,676.0,8.489164603019304,0.014778325123152709,46690.0,-0.006960805311629899,0.016598843435425146,NQ,2011
2011-05-24,2011-05-26,1313.5,1326.5,2,rsi_target,13.0,650.0,29.0,621.0,9.724346468828827,0.0098972211648268,65675.0,-0.008564902931100115,0.010658545869813475,ES,2011
2011-05-24,2011-05-27,2301.75,2332.5,3,rsi_target,30.75,615.0,14.0,601.0,6.965055765125413,0.01335940045617465,46035.0,-0.009014879982621918,0.01596611274030629,NQ,2011
2011-06-03,2011-06-14,1296.25,1290.0,7,rsi_target,-6.25,-312.5,29.0,-341.5,9.61021779855183,-0.0048216007714561235,64812.5,-0.024108003857280617,0.0021215043394406945,ES,2011
2011-06-08,2011-06-14,2248.0,2250.75,4,rsi_target,2.75,55.0,14.0,41.0,3.132424137118221,0.0012233096085409252,44960.0,-0.014902135231316727,0.008674377224199288,NQ,2011
2011-07-14,2011-07-19,2334.0,2389.0,3,rsi_target,55.0,1100.0,14.0,1086.0,7.106248365628701,0.02356469580119966,46680.0,-0.006533847472150814,0.02817052270779777,NQ,2011
2011-07-27,2011-08-10,1299.0,1123.5,10,time_stop,-175.5,-8775.0,29.0,-8804.0,4.854136960188825,-0.1351039260969977,64950.0,-0.17090069284064666,0.01077752117013087,ES,2011
2011-07-27,2011-08-10,2357.75,2085.0,10,time_stop,-272.75,-5455.0,14.0,-5469.0,6.749257909591947,-0.11568232424981444,47155.0,-0.16350334004877531,0.017389460290531226,NQ,2011
2012-03-06,2012-03-08,1342.0,1366.5,2,rsi_target,24.5,1225.0,29.0,1196.0,5.290035065290311,0.01825633383010432,67100.0,-0.0005588673621460507,0.019746646795827123,ES,2012
